Country,State,Place,Address,Ratings,Reviews,Best_Time_to_Visit,Latitude,Longitude
India,Delhi,India Gate - 4691,"India Gate Road, Delhi, India",4.8,Great for photography!,Autumn,26.544615,-10.617572
India,Delhi,India Gate - 211,"India Gate Road, Delhi, India",4.1,Amazing place to visit!,Autumn,-56.502317,-66.794873
India,Delhi,India Gate - 4397,"India Gate Road, Delhi, India",4.4,Breathtaking view!,Spring,22.697294,126.637251
India,Delhi,India Gate - 3933,"India Gate Road, Delhi, India",4.4,Amazing place to visit!,Spring,-64.020671,-10.012179
India,Delhi,India Gate - 1599,"India Gate Road, Delhi, India",4.9,Peaceful and relaxing.,Winter,44.295095,-85.940572
India,Delhi,India Gate - 4023,"India Gate Road, Delhi, India",4.6,A must-visit location!,Spring,13.990293,-37.234962
India,Delhi,India Gate - 568,"India Gate Road, Delhi, India",4.7,Loved the experience!,Winter,45.970834,126.653927
India,Delhi,India Gate - 4239,"India Gate Road, Delhi, India",4.7,Peaceful and relaxing.,Spring,-76.621354,160.763039
India,Delhi,India Gate - 2353,"India Gate Road, Delhi, India",4.8,Amazing place to visit!,Spring,-67.177006,46.34252
India,Delhi,India Gate - 3749,"India Gate Road, Delhi, India",4.3,Loved the experience!,Summer,-4.433962,-101.645697
India,Delhi,India Gate - 1326,"India Gate Road, Delhi, India",3.6,A must-visit location!,Spring,16.226805,25.108297
India,Delhi,India Gate - 3246,"India Gate Road, Delhi, India",3.5,Loved the experience!,Autumn,-64.694024,106.746004
India,Delhi,India Gate - 4748,"India Gate Road, Delhi, India",4.5,Great for photography!,Summer,66.030922,74.447886
India,Delhi,India Gate - 1347,"India Gate Road, Delhi, India",5.0,A must-visit location!,Summer,8.420542,177.406881
India,Delhi,India Gate - 3276,"India Gate Road, Delhi, India",4.1,A must-visit location!,Autumn,70.033656,65.405659
India,Delhi,India Gate - 3278,"India Gate Road, Delhi, India",4.4,Breathtaking view!,Spring,10.593142,-11.053262
India,Delhi,India Gate - 1046,"India Gate Road, Delhi, India",5.0,Peaceful and relaxing.,Winter,-86.229168,9.729776
India,Delhi,India Gate - 487,"India Gate Road, Delhi, India",4.2,Loved the experience!,Autumn,-39.666841,141.873088
India,Delhi,India Gate - 2322,"India Gate Road, Delhi, India",3.6,Amazing place to visit!,Spring,-73.712569,165.560188
India,Delhi,India Gate - 2808,"India Gate Road, Delhi, India",4.9,Loved the experience!,Autumn,-72.61705,-179.806115
India,Delhi,India Gate - 484,"India Gate Road, Delhi, India",4.0,Peaceful and relaxing.,Spring,-24.007125,-66.889333
India,Delhi,India Gate - 1410,"India Gate Road, Delhi, India",4.6,Breathtaking view!,Summer,5.784438,-43.506421
India,Delhi,India Gate - 2834,"India Gate Road, Delhi, India",4.9,Breathtaking view!,Spring,81.07914,36.589767
India,Delhi,India Gate - 473,"India Gate Road, Delhi, India",3.7,A must-visit location!,Winter,58.919874,-129.818892
India,Delhi,India Gate - 3121,"India Gate Road, Delhi, India",4.3,Peaceful and relaxing.,Summer,-42.397772,-99.640543
India,Delhi,India Gate - 2028,"India Gate Road, Delhi, India",4.0,Highly recommended!,Winter,45.493231,142.862007
India,Delhi,India Gate - 593,"India Gate Road, Delhi, India",4.6,Breathtaking view!,Summer,-39.752208,-171.247352
India,Delhi,India Gate - 3992,"India Gate Road, Delhi, India",3.8,Loved the experience!,Spring,63.965511,85.329012
India,Delhi,India Gate - 780,"India Gate Road, Delhi, India",3.8,Highly recommended!,Summer,39.170411,-107.706517
India,Delhi,India Gate - 1674,"India Gate Road, Delhi, India",4.1,Loved the experience!,Spring,47.777123,-20.914002
India,Delhi,Lotus Temple - 3798,"Lotus Temple Road, Delhi, India",4.0,Great for photography!,Autumn,7.246735,-120.078589
India,Delhi,Lotus Temple - 1469,"Lotus Temple Road, Delhi, India",4.1,Amazing place to visit!,Winter,-47.229474,124.337985
India,Delhi,Lotus Temple - 2794,"Lotus Temple Road, Delhi, India",4.6,Breathtaking view!,Winter,64.502239,170.033609
India,Delhi,Lotus Temple - 1908,"Lotus Temple Road, Delhi, India",3.8,Loved the experience!,Summer,-2.935823,52.475983
India,Delhi,Lotus Temple - 4440,"Lotus Temple Road, Delhi, India",3.8,Great for photography!,Winter,20.384451,-126.694876
India,Delhi,Lotus Temple - 1941,"Lotus Temple Road, Delhi, India",4.2,Amazing place to visit!,Summer,36.565171,-67.502074
India,Delhi,Lotus Temple - 37,"Lotus Temple Road, Delhi, India",3.6,Breathtaking view!,Autumn,-8.362011,-18.716457
India,Delhi,Lotus Temple - 494,"Lotus Temple Road, Delhi, India",3.6,A must-visit location!,Spring,-19.077916,-52.462254
India,Delhi,Lotus Temple - 482,"Lotus Temple Road, Delhi, India",5.0,Highly recommended!,Spring,66.506484,35.493579
India,Delhi,Lotus Temple - 3546,"Lotus Temple Road, Delhi, India",4.0,Great for photography!,Winter,-16.453387,-42.020215
India,Delhi,Lotus Temple - 3002,"Lotus Temple Road, Delhi, India",4.5,A must-visit location!,Winter,17.664638,127.339589
India,Delhi,Lotus Temple - 4214,"Lotus Temple Road, Delhi, India",4.6,Highly recommended!,Spring,-22.208484,-29.924751
India,Delhi,Lotus Temple - 1164,"Lotus Temple Road, Delhi, India",4.3,Great for photography!,Spring,-14.391758,36.710571
India,Delhi,Lotus Temple - 110,"Lotus Temple Road, Delhi, India",3.9,Breathtaking view!,Summer,-49.692457,56.819637
India,Delhi,Lotus Temple - 2598,"Lotus Temple Road, Delhi, India",3.9,Great for photography!,Autumn,78.975105,1.166378
India,Delhi,Lotus Temple - 1795,"Lotus Temple Road, Delhi, India",4.4,Highly recommended!,Spring,73.044657,95.750532
India,Delhi,Lotus Temple - 1382,"Lotus Temple Road, Delhi, India",4.0,Highly recommended!,Summer,-69.284457,119.738872
India,Delhi,Lotus Temple - 3101,"Lotus Temple Road, Delhi, India",4.9,Loved the experience!,Spring,4.138733,172.996418
India,Delhi,Lotus Temple - 3083,"Lotus Temple Road, Delhi, India",4.1,Amazing place to visit!,Autumn,40.951383,-60.917717
India,Delhi,Lotus Temple - 485,"Lotus Temple Road, Delhi, India",4.8,Amazing place to visit!,Winter,-73.511445,13.939454
India,Delhi,Lotus Temple - 1974,"Lotus Temple Road, Delhi, India",4.0,Loved the experience!,Winter,26.032469,108.452047
India,Delhi,Lotus Temple - 271,"Lotus Temple Road, Delhi, India",4.6,Highly recommended!,Winter,58.786844,61.591289
India,Delhi,Lotus Temple - 2109,"Lotus Temple Road, Delhi, India",4.1,Peaceful and relaxing.,Summer,-45.313139,37.724434
India,Delhi,Lotus Temple - 3465,"Lotus Temple Road, Delhi, India",4.4,Peaceful and relaxing.,Summer,3.576361,107.886446
India,Delhi,Lotus Temple - 1840,"Lotus Temple Road, Delhi, India",3.8,Great for photography!,Spring,-89.717086,-1.544859
India,Delhi,Lotus Temple - 1736,"Lotus Temple Road, Delhi, India",3.9,A must-visit location!,Spring,63.718885,-49.07563
India,Delhi,Lotus Temple - 4650,"Lotus Temple Road, Delhi, India",3.7,Breathtaking view!,Spring,31.50576,89.528377
India,Delhi,Lotus Temple - 109,"Lotus Temple Road, Delhi, India",4.8,Highly recommended!,Winter,62.079162,39.732543
India,Delhi,Lotus Temple - 191,"Lotus Temple Road, Delhi, India",4.1,Highly recommended!,Autumn,39.585792,-91.202199
India,Delhi,Lotus Temple - 3330,"Lotus Temple Road, Delhi, India",4.8,Great for photography!,Spring,35.764045,-136.513626
India,Delhi,Lotus Temple - 1414,"Lotus Temple Road, Delhi, India",5.0,Amazing place to visit!,Autumn,85.364399,27.8131
India,Delhi,Lotus Temple - 4329,"Lotus Temple Road, Delhi, India",4.4,Peaceful and relaxing.,Autumn,73.602536,77.659456
India,Delhi,Lotus Temple - 1588,"Lotus Temple Road, Delhi, India",3.9,Peaceful and relaxing.,Summer,21.737445,-114.08961
India,Delhi,Lotus Temple - 1177,"Lotus Temple Road, Delhi, India",4.9,Breathtaking view!,Autumn,-31.663587,-53.707403
India,Delhi,Lotus Temple - 2365,"Lotus Temple Road, Delhi, India",4.6,Amazing place to visit!,Winter,15.028351,-40.729702
India,Delhi,Lotus Temple - 608,"Lotus Temple Road, Delhi, India",4.6,Breathtaking view!,Summer,-77.810009,130.213479
India,Delhi,Lotus Temple - 3233,"Lotus Temple Road, Delhi, India",4.0,Peaceful and relaxing.,Winter,30.542023,-33.316244
India,Delhi,Lotus Temple - 3288,"Lotus Temple Road, Delhi, India",4.3,Loved the experience!,Autumn,89.168985,160.670631
India,Delhi,Lotus Temple - 327,"Lotus Temple Road, Delhi, India",4.8,A must-visit location!,Autumn,87.259869,-78.59374
India,Delhi,Lotus Temple - 385,"Lotus Temple Road, Delhi, India",4.1,A must-visit location!,Autumn,79.74812,-76.097942
India,Delhi,Lotus Temple - 404,"Lotus Temple Road, Delhi, India",4.6,Peaceful and relaxing.,Summer,-28.17911,43.267843
India,Delhi,Lotus Temple - 1137,"Lotus Temple Road, Delhi, India",4.0,Loved the experience!,Autumn,-77.568425,171.156654
India,Delhi,Lotus Temple - 732,"Lotus Temple Road, Delhi, India",3.5,Breathtaking view!,Autumn,-0.660552,78.072561
India,Delhi,Lotus Temple - 2505,"Lotus Temple Road, Delhi, India",3.8,Peaceful and relaxing.,Autumn,-12.062118,99.528285
India,Delhi,Lotus Temple - 347,"Lotus Temple Road, Delhi, India",4.6,Great for photography!,Summer,45.262854,-151.255589
India,Delhi,Lotus Temple - 1734,"Lotus Temple Road, Delhi, India",4.5,Peaceful and relaxing.,Summer,-2.962338,114.476019
India,Delhi,Lotus Temple - 2019,"Lotus Temple Road, Delhi, India",3.9,Peaceful and relaxing.,Autumn,62.827958,-42.253402
India,Delhi,Lotus Temple - 4709,"Lotus Temple Road, Delhi, India",4.0,A must-visit location!,Spring,-20.079875,-108.601577
India,Delhi,Lotus Temple - 4060,"Lotus Temple Road, Delhi, India",4.1,Peaceful and relaxing.,Summer,77.810082,-135.555618
India,Delhi,Lotus Temple - 599,"Lotus Temple Road, Delhi, India",3.6,Highly recommended!,Winter,73.679035,-114.138296
India,Delhi,Lotus Temple - 4586,"Lotus Temple Road, Delhi, India",4.5,Amazing place to visit!,Autumn,8.794592,-43.216196
India,Delhi,Lotus Temple - 1504,"Lotus Temple Road, Delhi, India",4.9,Highly recommended!,Winter,-16.54024,118.795699
India,Delhi,Lotus Temple - 3225,"Lotus Temple Road, Delhi, India",4.6,Amazing place to visit!,Autumn,21.493812,-124.550996
India,Delhi,Lotus Temple - 2724,"Lotus Temple Road, Delhi, India",4.8,A must-visit location!,Summer,88.973849,155.946022
India,Delhi,Lotus Temple - 2732,"Lotus Temple Road, Delhi, India",4.4,Breathtaking view!,Winter,-0.360662,24.852213
India,Delhi,Lotus Temple - 4450,"Lotus Temple Road, Delhi, India",4.8,Breathtaking view!,Spring,25.046115,-91.075613
India,Delhi,Lotus Temple - 4316,"Lotus Temple Road, Delhi, India",4.9,Breathtaking view!,Spring,-26.339308,22.522201
India,Delhi,Lotus Temple - 4194,"Lotus Temple Road, Delhi, India",4.0,Breathtaking view!,Autumn,-40.816019,20.607769
India,Delhi,Lotus Temple - 3087,"Lotus Temple Road, Delhi, India",3.7,Amazing place to visit!,Winter,81.42348,-21.140293
India,Delhi,Lotus Temple - 2212,"Lotus Temple Road, Delhi, India",4.2,Loved the experience!,Summer,-24.098481,-76.60084
India,Delhi,Lotus Temple - 4838,"Lotus Temple Road, Delhi, India",4.9,Breathtaking view!,Summer,-20.109871,-143.724609
India,Delhi,Lotus Temple - 3376,"Lotus Temple Road, Delhi, India",3.6,Peaceful and relaxing.,Spring,78.105068,-15.799071
India,Delhi,Lotus Temple - 4493,"Lotus Temple Road, Delhi, India",4.5,Breathtaking view!,Spring,-83.067099,-38.461489
India,Delhi,Lotus Temple - 1095,"Lotus Temple Road, Delhi, India",4.6,A must-visit location!,Autumn,-69.070936,-126.252582
India,Delhi,Lotus Temple - 488,"Lotus Temple Road, Delhi, India",3.6,Amazing place to visit!,Spring,-10.299082,88.799285
India,Delhi,Lotus Temple - 407,"Lotus Temple Road, Delhi, India",4.1,Highly recommended!,Autumn,13.297383,-3.63871
India,Delhi,Lotus Temple - 1306,"Lotus Temple Road, Delhi, India",4.3,Peaceful and relaxing.,Spring,10.347358,36.913915
India,Delhi,Lotus Temple - 629,"Lotus Temple Road, Delhi, India",5.0,Great for photography!,Autumn,-78.205375,37.052126
India,Delhi,Lotus Temple - 4648,"Lotus Temple Road, Delhi, India",3.9,Breathtaking view!,Winter,-43.043624,48.64637
India,Delhi,Lotus Temple - 2293,"Lotus Temple Road, Delhi, India",4.3,Highly recommended!,Autumn,56.475267,99.85112
India,Delhi,Lotus Temple - 1345,"Lotus Temple Road, Delhi, India",4.8,Amazing place to visit!,Winter,-19.53977,-89.484489
India,Delhi,Lotus Temple - 1919,"Lotus Temple Road, Delhi, India",4.7,A must-visit location!,Spring,-61.600162,-39.349386
India,Delhi,Lotus Temple - 2529,"Lotus Temple Road, Delhi, India",4.5,Great for photography!,Summer,-10.706818,-15.817547
India,Delhi,Lotus Temple - 619,"Lotus Temple Road, Delhi, India",4.8,Breathtaking view!,Autumn,-4.516065,-177.291302
India,Delhi,Lotus Temple - 110,"Lotus Temple Road, Delhi, India",4.0,Breathtaking view!,Winter,75.759087,-113.302046
India,Delhi,Lotus Temple - 1636,"Lotus Temple Road, Delhi, India",4.7,Loved the experience!,Spring,81.846749,70.538619
India,Delhi,Lotus Temple - 580,"Lotus Temple Road, Delhi, India",3.6,Peaceful and relaxing.,Autumn,-52.585766,148.836198
India,Delhi,Lotus Temple - 2505,"Lotus Temple Road, Delhi, India",3.6,Breathtaking view!,Winter,71.180752,-66.669399
India,Delhi,Lotus Temple - 4071,"Lotus Temple Road, Delhi, India",4.5,Great for photography!,Summer,-69.146911,106.479441
India,Delhi,Lotus Temple - 3967,"Lotus Temple Road, Delhi, India",4.6,Loved the experience!,Autumn,53.725542,16.279413
India,Delhi,Lotus Temple - 2310,"Lotus Temple Road, Delhi, India",4.6,Peaceful and relaxing.,Summer,74.434313,15.811595
India,Delhi,Lotus Temple - 907,"Lotus Temple Road, Delhi, India",5.0,Peaceful and relaxing.,Summer,27.890452,9.778987
India,Delhi,Lotus Temple - 4342,"Lotus Temple Road, Delhi, India",3.7,Great for photography!,Autumn,-18.950478,166.013203
India,Delhi,Lotus Temple - 3302,"Lotus Temple Road, Delhi, India",4.8,Great for photography!,Autumn,10.965991,59.945185
India,Delhi,Lotus Temple - 1995,"Lotus Temple Road, Delhi, India",3.7,Amazing place to visit!,Winter,-76.514985,-166.955665
India,Delhi,Lotus Temple - 886,"Lotus Temple Road, Delhi, India",4.0,Great for photography!,Autumn,-51.214596,101.483258
India,Delhi,Lotus Temple - 469,"Lotus Temple Road, Delhi, India",4.2,Highly recommended!,Autumn,53.975977,137.838571
India,Delhi,Lotus Temple - 260,"Lotus Temple Road, Delhi, India",4.0,Highly recommended!,Winter,28.716555,-117.548435
India,Delhi,Lotus Temple - 3643,"Lotus Temple Road, Delhi, India",3.8,Breathtaking view!,Summer,24.213522,18.778497
India,Delhi,Lotus Temple - 1933,"Lotus Temple Road, Delhi, India",3.6,A must-visit location!,Summer,-13.892203,92.804141
India,Delhi,Lotus Temple - 1273,"Lotus Temple Road, Delhi, India",3.7,Amazing place to visit!,Spring,19.040594,116.570012
India,Delhi,Lotus Temple - 836,"Lotus Temple Road, Delhi, India",3.6,Breathtaking view!,Autumn,-14.453015,-94.85079
India,Delhi,Lotus Temple - 2332,"Lotus Temple Road, Delhi, India",3.8,Loved the experience!,Summer,3.905409,95.854941
India,Delhi,Lotus Temple - 2666,"Lotus Temple Road, Delhi, India",4.6,Highly recommended!,Winter,-20.681475,109.792716
India,Delhi,Lotus Temple - 1134,"Lotus Temple Road, Delhi, India",3.8,Breathtaking view!,Winter,-74.907365,-46.213657
India,Delhi,Lotus Temple - 4362,"Lotus Temple Road, Delhi, India",4.6,Peaceful and relaxing.,Summer,-54.633361,128.014639
India,Delhi,Lotus Temple - 561,"Lotus Temple Road, Delhi, India",4.9,A must-visit location!,Winter,-53.418863,74.133328
India,Delhi,Lotus Temple - 2933,"Lotus Temple Road, Delhi, India",4.0,Breathtaking view!,Spring,-3.589503,153.404287
India,Delhi,Lotus Temple - 2886,"Lotus Temple Road, Delhi, India",4.4,Great for photography!,Autumn,-7.99364,-144.221922
India,Delhi,Lotus Temple - 2561,"Lotus Temple Road, Delhi, India",3.9,Great for photography!,Spring,-82.904106,-48.47886
India,Delhi,Humayun's Tomb - 1510,"Humayun's Tomb Road, Delhi, India",4.1,A must-visit location!,Spring,66.147246,-29.415409
India,Delhi,Humayun's Tomb - 1230,"Humayun's Tomb Road, Delhi, India",4.2,Loved the experience!,Spring,3.151458,-10.945164
India,Delhi,Humayun's Tomb - 1060,"Humayun's Tomb Road, Delhi, India",4.4,Amazing place to visit!,Summer,48.596059,26.178436
India,Delhi,Humayun's Tomb - 2016,"Humayun's Tomb Road, Delhi, India",4.2,A must-visit location!,Winter,84.033983,-54.783355
India,Delhi,Humayun's Tomb - 2857,"Humayun's Tomb Road, Delhi, India",3.6,Breathtaking view!,Spring,35.165931,-47.654577
India,Delhi,Humayun's Tomb - 3361,"Humayun's Tomb Road, Delhi, India",4.4,Loved the experience!,Winter,46.969144,160.58661
India,Delhi,Humayun's Tomb - 4419,"Humayun's Tomb Road, Delhi, India",4.0,Great for photography!,Autumn,-72.469503,-129.371339
India,Delhi,Humayun's Tomb - 2890,"Humayun's Tomb Road, Delhi, India",4.5,Peaceful and relaxing.,Autumn,-17.129187,28.636811
India,Delhi,Humayun's Tomb - 2401,"Humayun's Tomb Road, Delhi, India",4.7,Highly recommended!,Summer,-25.646656,-61.813653
India,Delhi,Humayun's Tomb - 4587,"Humayun's Tomb Road, Delhi, India",3.5,Amazing place to visit!,Winter,-31.551124,-106.225802
India,Delhi,Humayun's Tomb - 5,"Humayun's Tomb Road, Delhi, India",4.4,Peaceful and relaxing.,Spring,1.899121,-153.460685
India,Delhi,Humayun's Tomb - 4779,"Humayun's Tomb Road, Delhi, India",3.8,Breathtaking view!,Winter,10.071908,17.110843
India,Delhi,Humayun's Tomb - 2474,"Humayun's Tomb Road, Delhi, India",4.6,Highly recommended!,Autumn,-31.22297,-150.86601
India,Delhi,Humayun's Tomb - 2071,"Humayun's Tomb Road, Delhi, India",3.8,A must-visit location!,Spring,-23.848825,-0.601212
India,Delhi,Humayun's Tomb - 2404,"Humayun's Tomb Road, Delhi, India",3.8,Loved the experience!,Winter,28.928286,-66.51126
India,Delhi,Humayun's Tomb - 2096,"Humayun's Tomb Road, Delhi, India",4.5,Highly recommended!,Summer,66.198391,-47.080657
India,Delhi,Humayun's Tomb - 3440,"Humayun's Tomb Road, Delhi, India",3.8,A must-visit location!,Spring,-30.461504,-79.785627
India,Delhi,Humayun's Tomb - 3507,"Humayun's Tomb Road, Delhi, India",4.2,Great for photography!,Autumn,-58.590484,62.019542
India,Delhi,Humayun's Tomb - 4795,"Humayun's Tomb Road, Delhi, India",5.0,Breathtaking view!,Summer,6.823335,47.123392
India,Delhi,Humayun's Tomb - 3976,"Humayun's Tomb Road, Delhi, India",4.4,Peaceful and relaxing.,Summer,-20.862889,39.361285
India,Delhi,Humayun's Tomb - 2613,"Humayun's Tomb Road, Delhi, India",4.4,A must-visit location!,Spring,46.089908,154.477651
India,Delhi,Humayun's Tomb - 4087,"Humayun's Tomb Road, Delhi, India",4.3,Amazing place to visit!,Spring,-9.098112,-158.127098
India,Delhi,Humayun's Tomb - 2303,"Humayun's Tomb Road, Delhi, India",4.1,Breathtaking view!,Autumn,-46.40623,-5.211487
India,Delhi,Humayun's Tomb - 3878,"Humayun's Tomb Road, Delhi, India",4.3,A must-visit location!,Autumn,-25.288236,-119.361026
India,Delhi,Humayun's Tomb - 3544,"Humayun's Tomb Road, Delhi, India",3.5,Amazing place to visit!,Autumn,17.972218,-23.059513
India,Delhi,Humayun's Tomb - 2998,"Humayun's Tomb Road, Delhi, India",4.4,Highly recommended!,Spring,-22.456819,-146.39654
India,Delhi,Humayun's Tomb - 3427,"Humayun's Tomb Road, Delhi, India",4.5,Peaceful and relaxing.,Summer,-46.50206,72.470175
India,Delhi,Humayun's Tomb - 776,"Humayun's Tomb Road, Delhi, India",4.5,Highly recommended!,Winter,-62.66578,-0.623739
India,Delhi,Humayun's Tomb - 2874,"Humayun's Tomb Road, Delhi, India",3.7,A must-visit location!,Winter,75.87579,123.178353
India,Delhi,Humayun's Tomb - 436,"Humayun's Tomb Road, Delhi, India",4.7,Amazing place to visit!,Summer,24.776838,140.144422
India,Delhi,Humayun's Tomb - 1002,"Humayun's Tomb Road, Delhi, India",3.8,Breathtaking view!,Summer,2.925141,-2.977083
India,Delhi,Humayun's Tomb - 1433,"Humayun's Tomb Road, Delhi, India",3.7,Peaceful and relaxing.,Spring,46.896402,9.807515
India,Delhi,Humayun's Tomb - 2104,"Humayun's Tomb Road, Delhi, India",4.9,Great for photography!,Autumn,36.271586,114.758778
India,Delhi,Humayun's Tomb - 792,"Humayun's Tomb Road, Delhi, India",5.0,Great for photography!,Spring,-21.664303,-54.323996
India,Delhi,Humayun's Tomb - 2181,"Humayun's Tomb Road, Delhi, India",4.9,A must-visit location!,Spring,29.191641,168.517725
India,Delhi,Humayun's Tomb - 3161,"Humayun's Tomb Road, Delhi, India",4.1,Breathtaking view!,Spring,-50.447686,-122.063331
India,Delhi,Humayun's Tomb - 3487,"Humayun's Tomb Road, Delhi, India",4.0,Breathtaking view!,Autumn,-49.778313,74.762646
India,Delhi,Humayun's Tomb - 3170,"Humayun's Tomb Road, Delhi, India",4.0,Loved the experience!,Autumn,-82.015293,-33.781027
India,Delhi,Humayun's Tomb - 70,"Humayun's Tomb Road, Delhi, India",3.8,Highly recommended!,Autumn,54.772259,166.37575
India,Delhi,Humayun's Tomb - 2475,"Humayun's Tomb Road, Delhi, India",3.5,Highly recommended!,Winter,59.857287,-105.299044
India,Delhi,Humayun's Tomb - 4451,"Humayun's Tomb Road, Delhi, India",3.7,Amazing place to visit!,Summer,42.683257,105.811907
India,Delhi,Humayun's Tomb - 3495,"Humayun's Tomb Road, Delhi, India",3.8,Amazing place to visit!,Autumn,37.850084,6.465101
India,Delhi,Humayun's Tomb - 3112,"Humayun's Tomb Road, Delhi, India",3.8,Highly recommended!,Spring,60.497268,47.851106
India,Delhi,Humayun's Tomb - 429,"Humayun's Tomb Road, Delhi, India",4.7,Loved the experience!,Spring,-74.889479,44.830155
India,Delhi,Humayun's Tomb - 4209,"Humayun's Tomb Road, Delhi, India",4.6,Breathtaking view!,Winter,-71.050181,64.302079
India,Delhi,Humayun's Tomb - 2636,"Humayun's Tomb Road, Delhi, India",3.7,Great for photography!,Autumn,53.935531,34.085102
India,Delhi,Humayun's Tomb - 154,"Humayun's Tomb Road, Delhi, India",3.6,Amazing place to visit!,Winter,73.281503,-129.225905
India,Delhi,Humayun's Tomb - 1995,"Humayun's Tomb Road, Delhi, India",3.5,Highly recommended!,Autumn,-27.752949,126.300336
India,Delhi,Humayun's Tomb - 857,"Humayun's Tomb Road, Delhi, India",3.7,Peaceful and relaxing.,Summer,-42.458596,-4.641815
India,Delhi,Humayun's Tomb - 989,"Humayun's Tomb Road, Delhi, India",4.0,Great for photography!,Winter,77.377314,-169.686235
India,Delhi,Humayun's Tomb - 2681,"Humayun's Tomb Road, Delhi, India",3.9,A must-visit location!,Autumn,-74.858879,169.32969
India,Delhi,Humayun's Tomb - 135,"Humayun's Tomb Road, Delhi, India",4.4,Peaceful and relaxing.,Spring,-2.116177,110.822507
India,Delhi,Humayun's Tomb - 2821,"Humayun's Tomb Road, Delhi, India",4.6,Amazing place to visit!,Summer,3.580014,72.919393
India,Delhi,Humayun's Tomb - 1178,"Humayun's Tomb Road, Delhi, India",3.6,Breathtaking view!,Winter,56.168807,94.907028
India,Delhi,Humayun's Tomb - 4561,"Humayun's Tomb Road, Delhi, India",4.3,A must-visit location!,Winter,7.43909,-19.364836
India,Delhi,Humayun's Tomb - 4989,"Humayun's Tomb Road, Delhi, India",4.9,Great for photography!,Summer,-29.83703,-32.811255
India,Delhi,Humayun's Tomb - 3566,"Humayun's Tomb Road, Delhi, India",4.0,A must-visit location!,Autumn,-31.087527,-19.209835
India,Delhi,Humayun's Tomb - 147,"Humayun's Tomb Road, Delhi, India",4.0,A must-visit location!,Spring,-8.609852,-104.450892
India,Delhi,Humayun's Tomb - 4085,"Humayun's Tomb Road, Delhi, India",3.5,Highly recommended!,Spring,-9.8594,-142.614913
India,Delhi,Humayun's Tomb - 3426,"Humayun's Tomb Road, Delhi, India",3.7,Highly recommended!,Winter,-4.847837,154.849023
India,Delhi,Humayun's Tomb - 1694,"Humayun's Tomb Road, Delhi, India",4.6,Breathtaking view!,Spring,50.583308,-59.738124
India,Delhi,Humayun's Tomb - 647,"Humayun's Tomb Road, Delhi, India",4.9,A must-visit location!,Winter,38.929135,-68.343931
India,Delhi,Humayun's Tomb - 1796,"Humayun's Tomb Road, Delhi, India",4.3,Highly recommended!,Summer,58.772126,42.607121
India,Delhi,Humayun's Tomb - 2488,"Humayun's Tomb Road, Delhi, India",3.6,Highly recommended!,Summer,-78.847498,-35.043366
India,Delhi,Humayun's Tomb - 3265,"Humayun's Tomb Road, Delhi, India",3.9,Highly recommended!,Autumn,33.655636,-144.572094
India,Delhi,Humayun's Tomb - 4142,"Humayun's Tomb Road, Delhi, India",4.4,Amazing place to visit!,Autumn,-26.09222,-152.245345
India,Delhi,Humayun's Tomb - 835,"Humayun's Tomb Road, Delhi, India",3.5,Amazing place to visit!,Spring,26.647189,-60.808476
India,Delhi,Humayun's Tomb - 207,"Humayun's Tomb Road, Delhi, India",4.3,Loved the experience!,Winter,60.544561,98.748394
India,Delhi,Humayun's Tomb - 821,"Humayun's Tomb Road, Delhi, India",5.0,Loved the experience!,Winter,-26.308377,142.960604
India,Delhi,Humayun's Tomb - 2330,"Humayun's Tomb Road, Delhi, India",4.7,Loved the experience!,Summer,46.383004,-9.796214
India,Delhi,Humayun's Tomb - 1896,"Humayun's Tomb Road, Delhi, India",4.3,Breathtaking view!,Autumn,67.35474,64.240265
India,Delhi,Humayun's Tomb - 4943,"Humayun's Tomb Road, Delhi, India",4.5,Great for photography!,Summer,-30.07226,102.305769
India,Delhi,Humayun's Tomb - 2665,"Humayun's Tomb Road, Delhi, India",5.0,Great for photography!,Spring,-81.637666,-175.947241
India,Delhi,Humayun's Tomb - 4101,"Humayun's Tomb Road, Delhi, India",4.7,Peaceful and relaxing.,Winter,-63.035572,163.471937
India,Delhi,Humayun's Tomb - 143,"Humayun's Tomb Road, Delhi, India",3.6,Great for photography!,Autumn,87.3685,68.427505
India,Delhi,Humayun's Tomb - 2183,"Humayun's Tomb Road, Delhi, India",4.9,Amazing place to visit!,Autumn,8.573316,-139.718292
India,Delhi,Humayun's Tomb - 2594,"Humayun's Tomb Road, Delhi, India",4.6,Amazing place to visit!,Spring,31.077423,-118.871893
India,Delhi,Humayun's Tomb - 2321,"Humayun's Tomb Road, Delhi, India",4.3,Peaceful and relaxing.,Winter,-72.517597,-21.517646
India,Delhi,Humayun's Tomb - 1761,"Humayun's Tomb Road, Delhi, India",4.5,Great for photography!,Spring,-8.349493,162.239523
India,Delhi,Humayun's Tomb - 1227,"Humayun's Tomb Road, Delhi, India",3.5,Breathtaking view!,Summer,45.453399,-99.038381
India,Delhi,Humayun's Tomb - 4195,"Humayun's Tomb Road, Delhi, India",4.0,Loved the experience!,Autumn,19.650421,115.256974
India,Delhi,Humayun's Tomb - 2657,"Humayun's Tomb Road, Delhi, India",4.5,Highly recommended!,Summer,-56.03067,-171.509012
